size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,size_100kilo_bytes,price_mms,user_rating_mms,rating_count_mms
24574976,2.99,3960,0,4.5,0.0,5.0,4+,Weather,239.99,0.009966998899963333,0.875,0.0013309016951431668
96093184,0.0,24258,305,3.0,2.5,2.6.042,4+,Entertainment,938.41,0.0,0.5,0.008154504273576106
77700096,0.0,37522,39,4.0,3.0,8.0.353,4+,Sports,758.79,0.0,0.75,0.012613478783396507
180804608,0.0,49578,16,3.5,3.0,50.2,4+,Productivity,1765.67,0.0,0.625,0.016666358509753166
56397824,0.99,626,44,4.0,5.0,2.0.3,4+,Entertainment,550.76,0.003300110003666789,0.75,0.00021010698647751434
229272576,1.99,9286,49,4.0,3.5,4.02,4+,Games,2238.99,0.006633554451815061,0.75,0.003121349391109953
131000320,0.0,190670,19,3.5,2.5,9.1.0,17+,Sports,1279.3,0.0,0.625,0.06409742240748989
53097472,19.99,2429,8,4.5,3.5,10.9.13,4+,Navigation,518.53,0.06663555451848395,0.875,0.0008162236210678478
108166144,0.0,12811,134,3.5,1.5,5.3,4+,Navigation,1056.31,0.0,0.625,0.004306352794843134
89187328,1.99,32338,261,4.0,4.5,9.1,4+,Photo & Video,870.97,0.006633554451815061,0.75,0.01087076739475741
13647872,4.99,262,43,4.0,4.0,1.3.0,12+,Games,133.28,0.016633887796259877,0.75,8.774067755300999e-05
123544576,0.99,9657,47,4.5,4.5,2.5.0,4+,Games,1206.49,0.003300110003666789,0.875,0.0032460688982830057
1608704,2.99,18332,1007,4.5,5.0,3.4,4+,Games,15.71,0.009966998899963333,0.875,0.006162353870590905
50169856,0.0,53620,2872,4.0,5.0,9.5.1,12+,Health & Fitness,489.94,0.0,0.75,0.018025162412700548
101181440,0.99,38533,36,2.5,3.5,4.5.4,4+,Photo & Video,988.1,0.003300110003666789,0.375,0.012953347844722534
15329280,0.99,40,0,3.5,0.0,1.8.9,4+,Food & Drink,149.7,0.003300110003666789,0.625,1.3110675956196895e-05
31845376,1.99,472,0,4.0,0.0,2.4,4+,Games,310.99,0.006633554451815061,0.75,0.0001583366250094548
135032832,0.0,303856,7027,4.5,4.5,4.3.5,4+,Food & Drink,1318.68,0.0,0.875,0.10214729340180019
54648832,0.0,2070,0,2.5,0.0,6.2.0,4+,Sports,533.68,0.0,0.375,0.0006955381680351635
8432232,2.99,7941,76,4.0,3.5,1.2.1,4+,Games,82.346015625,0.009966998899963333,0.75,0.002669199156210342
230720512,0.0,136833,64,3.5,4.5,5.9.0,12+,Health & Fitness,2253.13,0.0,0.625,0.045998974677905986
80211968,0.0,112886,298,3.5,1.5,5.3,12+,News,783.32,0.0,0.625,0.03794868346962273
148201472,0.0,26353,3,3.5,2.5,5.1.3,4+,Shopping,1447.28,0.0,0.625,0.008858782892248734
20795392,0.0,171055,31,3.0,3.5,5,12+,Entertainment,203.08,0.0,0.5,0.05750342474387958
27934720,2.99,4540,140,4.0,4.5,2.31,9+,Games,272.8,0.009966998899963333,0.75,0.0015258809785943
208309248,0.0,1926,2,3.0,3.0,10.0.15,4+,Lifestyle,2034.27,0.0,0.5,0.0006471295183507442
33812480,3.99,14345,100,4.0,2.5,4.0,12+,News,330.2,0.013300443348111604,0.75,0.004822039382453546
20298752,4.99,1340,288,4.5,5.0,1.7.3,4+,Lifestyle,198.23,0.016633887796259877,0.875,0.00045013320782942676
101346304,3.99,31912,154,4.5,5.0,7.1.3,4+,Business,989.71,0.013300443348111604,0.875,0.010727558472774337
210569216,0.0,354058,452,3.5,4.0,6.79.1,17+,News,2056.34,0.0,0.625,0.11902375889803088
110198784,0.0,248,0,4.0,0.0,22,4+,Travel,1076.16,0.0,0.75,8.303428105591367e-05
78047232,0.0,11691,44,3.5,4.5,3.5.1,12+,News,762.18,0.0,0.625,0.003929841075075428
9946112,1.99,381,6,3.0,2.0,iOV 2.1.3,12+,Entertainment,97.13,0.006633554451815061,0.5,0.00012774504777832873
44652544,0.0,18884,451,4.0,4.5,1.62,9+,Entertainment,436.06,0.0,0.75,0.006347920361047845
30369792,2.99,7410,82,4.0,4.5,1.7.3,9+,Reference,296.58,0.009966998899963333,0.75,0.002490692260499046
376171520,1.99,15175,308,4.0,4.0,4.6.2,4+,Games,3673.55,0.006633554451815061,0.75,0.005101061460495685
96815104,0.99,3166,34,4.0,4.5,6.08,4+,Business,945.46,0.003300110003666789,0.75,0.0010639817795221325
169138176,0.0,88885,333,4.5,4.0,6.5,12+,Shopping,1651.74,0.0,0.875,0.029880239017707817
364490752,9.99,882,85,5.0,5.0,2.3.2,12+,Games,3559.48,0.03330111003700124,1.0,0.0002961668081387042
44135424,3.99,1729,599,4.0,4.5,7.0,17+,Lifestyle,431.01,0.013300443348111604,0.75,0.0005809037962130317
112074752,0.0,43682,19,3.5,2.5,2013.4.3,4+,Sports,1094.48,0.0,0.625,0.014684293242118887
98942976,0.99,861,70,2.0,2.5,4.2,4+,Entertainment,966.24,0.003300110003666789,0.25,0.00028910721339305977
